germination.logit_pheno,establishment.logit_pheno,y1surv.logit_pheno,beta_pheno,k_pheno,flowering.logit_pheno,fruitPerPlant_pheno,germination.prob,establishment.prob,y1surv.prob,flowering.prob,germinated,established,y1surv,flowered,Indiv_ID,week,week_next,elapsed_weeks,size,germination.logit_geno,establishment.logit_geno,y1surv.logit_geno,beta_geno,k_geno,flowering.logit_geno,fruitPerPlant_geno
-1.852076444810986,0.5450421197485633,-0.2530468362200064,8.677340330200542,NA,-0.9860935333401034,NA,0.13562928288872805,0.6329845617891342,0.4370737114969523,0.2716843681194593,0,NA,NA,NA,1,1,2,1,8.677340330200542,-1.5757095151096439,0.5999675211595042,-0.22454924057632097,8.902206756944784,0.008323036833556128,-0.8636051929957238,27.267176126190364
-1.852076444810986,0.5450421197485633,-0.2530468362200064,8.677340330200542,NA,-0.9860935333401034,NA,0.13562928288872805,0.6329845617891342,0.4370737114969523,0.2716843681194593,0,NA,NA,NA,1,2,3,1,NA,-1.5757095151096439,0.5999675211595042,-0.22454924057632097,8.902206756944784,0.008323036833556128,-0.8636051929957238,27.267176126190364
-1.852076444810986,0.5450421197485633,-0.2530468362200064,8.677340330200542,NA,-0.9860935333401034,NA,0.13562928288872805,0.6329845617891342,0.4370737114969523,0.2716843681194593,0,NA,NA,NA,1,3,4,1,NA,-1.5757095151096439,0.5999675211595042,-0.22454924057632097,8.902206756944784,0.008323036833556128,-0.8636051929957238,27.267176126190364
-1.852076444810986,0.5450421197485633,-0.2530468362200064,8.677340330200542,NA,-0.9860935333401034,NA,0.13562928288872805,0.6329845617891342,0.4370737114969523,0.2716843681194593,0,NA,NA,NA,1,4,5,1,NA,-1.5757095151096439,0.5999675211595042,-0.22454924057632097,8.902206756944784,0.008323036833556128,-0.8636051929957238,27.267176126190364
-1.852076444810986,0.5450421197485633,-0.2530468362200064,8.677340330200542,NA,-0.9860935333401034,NA,0.13562928288872805,0.6329845617891342,0.4370737114969523,0.2716843681194593,0,NA,NA,NA,1,5,6,1,NA,-1.5757095151096439,0.5999675211595042,-0.22454924057632097,8.902206756944784,0.008323036833556128,-0.8636051929957238,27.267176126190364
-1.852076444810986,0.5450421197485633,-0.2530468362200064,8.677340330200542,NA,-0.9860935333401034,NA,0.13562928288872805,0.6329845617891342,0.4370737114969523,0.2716843681194593,0,NA,NA,NA,1,6,7,1,NA,-1.5757095151096439,0.5999675211595042,-0.22454924057632097,8.902206756944784,0.008323036833556128,-0.8636051929957238,27.267176126190364
-1.852076444810986,0.5450421197485633,-0.2530468362200064,8.677340330200542,NA,-0.9860935333401034,NA,0.13562928288872805,0.6329845617891342,0.4370737114969523,0.2716843681194593,0,NA,NA,NA,1,7,8,1,NA,-1.5757095151096439,0.5999675211595042,-0.22454924057632097,8.902206756944784,0.008323036833556128,-0.8636051929957238,27.267176126190364
-1.852076444810986,0.5450421197485633,-0.2530468362200064,8.677340330200542,NA,-0.9860935333401034,NA,0.13562928288872805,0.6329845617891342,0.4370737114969523,0.2716843681194593,0,NA,NA,NA,1,8,9,1,NA,-1.5757095151096439,0.5999675211595042,-0.22454924057632097,8.902206756944784,0.008323036833556128,-0.8636051929957238,27.267176126190364
-1.852076444810986,0.5450421197485633,-0.2530468362200064,8.677340330200542,NA,-0.9860935333401034,NA,0.13562928288872805,0.6329845617891342,0.4370737114969523,0.2716843681194593,0,NA,NA,NA,1,9,10,1,NA,-1.5757095151096439,0.5999675211595042,-0.22454924057632097,8.902206756944784,0.008323036833556128,-0.8636051929957238,27.267176126190364
-1.852076444810986,0.5450421197485633,-0.2530468362200064,8.677340330200542,NA,-0.9860935333401034,NA,0.13562928288872805,0.6329845617891342,0.4370737114969523,0.2716843681194593,0,NA,NA,NA,1,10,11,1,NA,-1.5757095151096439,0.5999675211595042,-0.22454924057632097,8.902206756944784,0.008323036833556128,-0.8636051929957238,27.267176126190364
