germination.logit_pheno,establishment.logit_pheno,y1surv.logit_pheno,k_pheno,flowering.logit_pheno,fruitPerPlant_pheno,germination.prob,establishment.prob,y1surv.prob,flowering.prob,germinated,established,y1surv,flowered,Indiv_ID,week,week_next,elapsed_weeks,size,germination.logit_geno,establishment.logit_geno,y1surv.logit_geno,k_geno,flowering.logit_geno,fruitPerPlant_geno
-1.3152931992599057,0.6272416865757117,-0.21295922613967702,NA,-1.4951959578924812,NA,0.2116024483462782,0.6518637602161145,0.44696049445920444,0.1831431230611343,0,NA,NA,NA,1,1,2,1,7,-1.1618799708469232,0.8099042125298797,-0.20710451412422212,0.007728134639007939,-1.5830457058742688,15.229318912450909
-1.3152931992599057,0.6272416865757117,-0.21295922613967702,NA,-1.4951959578924812,NA,0.2116024483462782,0.6518637602161145,0.44696049445920444,0.1831431230611343,0,NA,NA,NA,1,2,3,1,NA,-1.1618799708469232,0.8099042125298797,-0.20710451412422212,0.007728134639007939,-1.5830457058742688,15.229318912450909
-1.3152931992599057,0.6272416865757117,-0.21295922613967702,NA,-1.4951959578924812,NA,0.2116024483462782,0.6518637602161145,0.44696049445920444,0.1831431230611343,0,NA,NA,NA,1,3,4,1,NA,-1.1618799708469232,0.8099042125298797,-0.20710451412422212,0.007728134639007939,-1.5830457058742688,15.229318912450909
-1.3152931992599057,0.6272416865757117,-0.21295922613967702,NA,-1.4951959578924812,NA,0.2116024483462782,0.6518637602161145,0.44696049445920444,0.1831431230611343,0,NA,NA,NA,1,4,5,1,NA,-1.1618799708469232,0.8099042125298797,-0.20710451412422212,0.007728134639007939,-1.5830457058742688,15.229318912450909
-1.3152931992599057,0.6272416865757117,-0.21295922613967702,NA,-1.4951959578924812,NA,0.2116024483462782,0.6518637602161145,0.44696049445920444,0.1831431230611343,0,NA,NA,NA,1,5,6,1,NA,-1.1618799708469232,0.8099042125298797,-0.20710451412422212,0.007728134639007939,-1.5830457058742688,15.229318912450909
-1.3152931992599057,0.6272416865757117,-0.21295922613967702,NA,-1.4951959578924812,NA,0.2116024483462782,0.6518637602161145,0.44696049445920444,0.1831431230611343,0,NA,NA,NA,1,6,7,1,NA,-1.1618799708469232,0.8099042125298797,-0.20710451412422212,0.007728134639007939,-1.5830457058742688,15.229318912450909
-1.3152931992599057,0.6272416865757117,-0.21295922613967702,NA,-1.4951959578924812,NA,0.2116024483462782,0.6518637602161145,0.44696049445920444,0.1831431230611343,0,NA,NA,NA,1,7,8,1,NA,-1.1618799708469232,0.8099042125298797,-0.20710451412422212,0.007728134639007939,-1.5830457058742688,15.229318912450909
-1.3152931992599057,0.6272416865757117,-0.21295922613967702,NA,-1.4951959578924812,NA,0.2116024483462782,0.6518637602161145,0.44696049445920444,0.1831431230611343,0,NA,NA,NA,1,8,9,1,NA,-1.1618799708469232,0.8099042125298797,-0.20710451412422212,0.007728134639007939,-1.5830457058742688,15.229318912450909
-1.3152931992599057,0.6272416865757117,-0.21295922613967702,NA,-1.4951959578924812,NA,0.2116024483462782,0.6518637602161145,0.44696049445920444,0.1831431230611343,0,NA,NA,NA,1,9,10,1,NA,-1.1618799708469232,0.8099042125298797,-0.20710451412422212,0.007728134639007939,-1.5830457058742688,15.229318912450909
-1.3152931992599057,0.6272416865757117,-0.21295922613967702,NA,-1.4951959578924812,NA,0.2116024483462782,0.6518637602161145,0.44696049445920444,0.1831431230611343,0,NA,NA,NA,1,10,11,1,NA,-1.1618799708469232,0.8099042125298797,-0.20710451412422212,0.007728134639007939,-1.5830457058742688,15.229318912450909
-1.3152931992599057,0.6272416865757117,-0.21295922613967702,NA,-1.4951959578924812,NA,0.2116024483462782,0.6518637602161145,0.44696049445920444,0.1831431230611343,0,NA,NA,NA,1,11,12,1,NA,-1.1618799708469232,0.8099042125298797,-0.20710451412422212,0.007728134639007939,-1.5830457058742688,15.229318912450909
-1.3152931992599057,0.6272416865757117,-0.21295922613967702,NA,-1.4951959578924812,NA,0.2116024483462782,0.6518637602161145,0.44696049445920444,0.1831431230611343,0,NA,NA,NA,1,12,NA,NA,NA,-1.1618799708469232,0.8099042125298797,-0.20710451412422212,0.007728134639007939,-1.5830457058742688,15.229318912450909
-2.521253222822888,1.1641380689381469,-0.17056660485462688,NA,-1.3750077834604697,NA,0.074381616002702,0.7620838102212822,0.45746142991467953,0.20181196846731767,0,NA,NA,NA,2,1,2,1,7,-2.0574837961586088,0.9390072972822308,-0.13017566623916058,0.009475466352225199,-1.0765390685119154,39.072742374240846
-2.521253222822888,1.1641380689381469,-0.17056660485462688,NA,-1.3750077834604697,NA,0.074381616002702,0.7620838102212822,0.45746142991467953,0.20181196846731767,0,NA,NA,NA,2,2,3,1,NA,-2.0574837961586088,0.9390072972822308,-0.13017566623916058,0.009475466352225199,-1.0765390685119154,39.072742374240846
